"Name","Type","Id","Native"
"Video Indexer (V2)","connector","/providers/Microsoft.PowerApps/apis/shared_videoindexer-v2","False"
"VIES (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_viesip","False"
"Vimeo","connector","/providers/Microsoft.PowerApps/apis/shared_vimeo","False"
"Vineforce","connector","/providers/Microsoft.PowerApps/apis/shared_vineforce","False"
"Virus Total","connector","/providers/Microsoft.PowerApps/apis/shared_virustotal","False"
"Azure DevOps","connector","/providers/Microsoft.PowerApps/apis/shared_visualstudioteamservices","True"
"Vocean","connector","/providers/Microsoft.PowerApps/apis/shared_vocean","False"
"Vonage","connector","/providers/Microsoft.PowerApps/apis/shared_vonage","False"
"Waaila","connector","/providers/Microsoft.PowerApps/apis/shared_waaila","False"
"Way We Do","connector","/providers/Microsoft.PowerApps/apis/shared_waywedo","False"
"Microsoft Defender ATP","connector","/providers/Microsoft.PowerApps/apis/shared_wdatp","False"
"Weather Forecast (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_weatherforecastip","False"
"HTTP with Azure AD","connector","/providers/Microsoft.PowerApps/apis/shared_webcontents","True"
"Webex","connector","/providers/Microsoft.PowerApps/apis/shared_webex","False"
"Formstack Documents","connector","/providers/Microsoft.PowerApps/apis/shared_webmerge","False"
"WenDocs Linker","connector","/providers/Microsoft.PowerApps/apis/shared_wendocslinker","False"
"What3Words (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_what3wordsip","False"
"WhatsApp (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_whatsappip","False"
"WithoutWire Inventory Platform","connector","/providers/Microsoft.PowerApps/apis/shared_withoutwireinventory","False"
"Witivio","connector","/providers/Microsoft.PowerApps/apis/shared_witivio","False"
"WooCommerce","connector","/providers/Microsoft.PowerApps/apis/shared_woocommerce","False"
"Word Cloud by Textvis (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_wordcloudbytextvisip","False"
"Word Online (Business)","connector","/providers/Microsoft.PowerApps/apis/shared_wordonlinebusiness","True"
"WordPress","connector","/providers/Microsoft.PowerApps/apis/shared_wordpress","False"
"Workable (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_workableip","False"
"Workday HCM","connector","/providers/Microsoft.PowerApps/apis/shared_workdayhcm","False"
"Working days (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_workingdaysip","False"
"WorkPoint","connector","/providers/Microsoft.PowerApps/apis/shared_workpoint","False"
"WorkSpan","connector","/providers/Microsoft.PowerApps/apis/shared_workspan","False"
"WorldTime (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_worldtimeip","False"
"Writesonic (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_writesonicip","False"
"Xbridger Document Manager","connector","/providers/Microsoft.PowerApps/apis/shared_xbridgerdocumentmanager","False"
"xkcd (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_xkcdip","False"
"Xooa Blockchain Database","connector","/providers/Microsoft.PowerApps/apis/shared_xooablockchain","False"
"Xooa Blockchain Smart Contract","connector","/providers/Microsoft.PowerApps/apis/shared_xooadb","False"
"Xpertdoc","connector","/providers/Microsoft.PowerApps/apis/shared_xpertdoc","False"
"XSOAR (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_xsoarip","False"
"YakChat","connector","/providers/Microsoft.PowerApps/apis/shared_yakchat","False"
"Yammer","connector","/providers/Microsoft.PowerApps/apis/shared_yammer","True"
"Yarado","connector","/providers/Microsoft.PowerApps/apis/shared_yarado","False"
"Yeeflow","connector","/providers/Microsoft.PowerApps/apis/shared_yeeflow","False"
"Yeelight","connector","/providers/Microsoft.PowerApps/apis/shared_yeelight","False"
"Yelp (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_yelpip","False"
"You Need A Budget (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_youneedabudgetip","False"
"YouTube","connector","/providers/Microsoft.PowerApps/apis/shared_youtube","False"
"Zahara","connector","/providers/Microsoft.PowerApps/apis/shared_zahara","False"
"Zanran Scaffolder","connector","/providers/Microsoft.PowerApps/apis/shared_zanranscaffolder","False"
"Zendesk","connector","/providers/Microsoft.PowerApps/apis/shared_zendesk","False"
"Zenkraft","connector","/providers/Microsoft.PowerApps/apis/shared_zenkraft","False"
"Zenler (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_zenlerip","False"
"Zoho ZeptoMail","connector","/providers/Microsoft.PowerApps/apis/shared_zeptomail","False"
"Zippopotamus (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_zippopotamusip","False"
"ZIPPYDOC","connector","/providers/Microsoft.PowerApps/apis/shared_zippydoc","False"
"Zoho Sign","connector","/providers/Microsoft.PowerApps/apis/shared_zohosign","False"
"Zoom Meetings (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_zoommeetingsip","False"
"zReports","connector","/providers/Microsoft.PowerApps/apis/shared_zreports","False"
"Zuva DocAI","connector","/providers/Microsoft.PowerApps/apis/shared_zuvadocai","False"
"Zvanu Parvaldnieks","connector","/providers/Microsoft.PowerApps/apis/shared_zvanuparvaldnieks","False"
"HTTP","connector","Http","False"
"When a HTTP request is received","connector","HttpRequestReceived","False"
"HTTP Webhook","connector","HttpWebhook","False"
"Dynamics 365 Marketing","connector","/providers/Microsoft.PowerApps/apis/shared_dynamics365marketing","True"
"Dynamics 365 Marketing V2","connector","/providers/Microsoft.PowerApps/apis/shared_d365marketingforapps","True"
"Skills with Power Virtual Agents (preview)","connector","PvaSkills","False"
"Chat without Azure AD authentication in Power Virtual Agents (preview)","connector","PvaAuth","True"
"Microsoft Teams channel in Power Virtual Agents (preview)","connector","PvaMicrosoftTeams","True"
"Direct Line channels in Power Virtual Agents (preview)","connector","PvaCustomDemoMobile","True"
"Facebook channel in Power Virtual Agents (preview)","connector","PvaFacebook","True"
"Omnichannel in Power Virtual Agents (preview)","connector","PvaOmniChannel","True"
